timestamp,birdID
719145756,010C1169C0
719145756,010C1169C0
719145757,010C1169C0
719145758,010C1169C0
719145758,010C1169C0
719145759,010C1169C0
719145759,010C1169C0
719145802,010C1169C0
719145803,010C1169C0
719145804,010C1169C0
719145804,010C1169C0
719145805,010C1169C0
719145805,010C1169C0
719145806,010C1169C0
719145807,010C1169C0
719145807,010C1169C0
719145818,010C1169C0
719145819,010C1169C0
719145819,010C1169C0
719145820,010C1169C0
719145821,010C1169C0
719145822,010C1169C0
719145822,010C1169C0
719145823,010C1169C0
719145824,010C1169C0
719145824,010C1169C0
719145825,010C1169C0
719145825,010C1169C0
719145826,010C1169C0
719145827,010C1169C0
719145827,010C1169C0
719145828,010C1169C0
719145828,010C1169C0
719145829,010C1169C0
719145830,010C1169C0
719145831,010C1169C0
719145831,010C1169C0
719145832,010C1169C0
719145832,010C1169C0
719145833,010C1169C0
719145834,010C1169C0
719145835,010C1169C0
719145836,010C1169C0
719145837,010C1169C0
719145837,010C1169C0
719145839,010C1169C0
719145839,010C1169C0
719145845,010C1169C0
719145845,010C1169C0
719145846,010C1169C0
719145846,010C1169C0
719145847,010C1169C0
719145848,010C1169C0
719145848,010C1169C0
719145849,010C1169C0
719145849,010C1169C0
719145850,010C1169C0
719145851,010C1169C0
719145851,010C1169C0
719145852,010C1169C0
719145852,010C1169C0
719145853,010C1169C0
719145854,010C1169C0
719145854,010C1169C0
719145855,010C1169C0
719145856,010C1169C0
719145856,010C1169C0
719145857,010C1169C0
719145906,010C1169C0
719145906,010C1169C0
719150243,010C11A61E
719150244,010C11A61E
719150244,010C11A61E
719150245,010C11A61E
719150245,010C11A61E
719150246,010C11A61E
719150247,010C11A61E
719150247,010C11A61E
719150248,010C11A61E
719150249,010C11A61E
719150249,010C11A61E
719150250,010C11A61E
719150250,010C11A61E
719150251,010C11A61E
719150252,010C11A61E
719150254,010C109D27
719150254,010C109D27
719150255,010C109D27
719150256,010C109D27
719150256,010C109D27
719150257,010C109D27
719150257,010C109D27
719150258,010C109D27
719150259,010C109D27
719150259,010C109D27
719150300,010C109D27
719150301,010C109D27
719150301,010C109D27
719150302,010C109D27
719150302,010C109D27
719150303,010C109D27
719150304,010C109D27
719150304,010C109D27
719150305,010C109D27
719150305,010C109D27
719150306,010C109D27
719150307,010C109D27
719150307,010C109D27
719150308,010C109D27
719150308,010C109D27
719150309,010C109D27
719150310,010C109D27
719150310,010C109D27
719150311,010C109D27
719150312,010C109D27
719150312,010C109D27
719150313,010C109D27
719150313,010C109D27
719150314,010C109D27
719150315,010C109D27
719150315,010C109D27
719150316,010C109D27
719150316,010C109D27
719150317,010C109D27
719150318,010C109D27
719150318,010C109D27
719150319,010C109D27
719150319,010C109D27
719150320,010C109D27
719150321,010C109D27
719150321,010C109D27
719150322,010C109D27
719150323,010C109D27
719150323,010C109D27
719150324,010C109D27
719150324,010C109D27
719150325,010C109D27
719150326,010C109D27
719150326,010C109D27
719150327,010C109D27
719150327,010C109D27
719150328,010C109D27
719150329,010C109D27
719150329,010C109D27
719160534,010C1169C0
719160534,010C1169C0
719160535,010C1169C0
719160536,010C1169C0
719160536,010C1169C0
719160537,010C1169C0
719160601,010C1169C0
719160602,010C1169C0
719160602,010C1169C0
719160607,010C1169C0
719160608,010C1169C0
719160608,010C1169C0
719160609,010C1169C0
719160610,010C1169C0
719160649,010C1169C0
719160650,010C1169C0
719160657,010C1169C0
719160658,010C1169C0
719160658,010C1169C0
719160659,010C1169C0
719160700,010C1169C0
719160700,010C1169C0
719160701,010C1169C0
719160701,010C1169C0
719160702,010C1169C0
719174028,010C119CA9
719174029,010C119CA9
719174030,010C119CA9
719174030,010C119CA9
719174031,010C119CA9
719174032,010C119CA9
719174032,010C119CA9
719174034,010C119CA9
719174034,010C119CA9
719174035,010C119CA9
719174036,010C119CA9
719174036,010C119CA9
719174044,010C119CA9
719174044,010C119CA9
719174045,010C119CA9
719174045,010C119CA9
719174046,010C119CA9
719174047,010C119CA9
719174047,010C119CA9
719174048,010C119CA9
719174048,010C119CA9
719174049,010C119CA9
719174050,010C119CA9
719174050,010C119CA9
719174051,010C119CA9
719174051,010C119CA9
719174052,010C119CA9
719174053,010C119CA9
719174053,010C119CA9
719174054,010C119CA9
719174055,010C119CA9
719174055,010C119CA9
719174056,010C119CA9
719174056,010C119CA9
719174057,010C119CA9
719174058,010C119CA9
719174058,010C119CA9
719174059,010C119CA9
719174059,010C119CA9
719174100,010C119CA9
719174101,010C119CA9
719174101,010C119CA9
719174102,010C119CA9
719174102,010C119CA9
719174103,010C119CA9
719174104,010C119CA9
719174104,010C119CA9
719174105,010C119CA9
719174106,010C119CA9
719174106,010C119CA9
719174107,010C119CA9
719174107,010C119CA9
719174108,010C119CA9
719174109,010C119CA9
719174109,010C119CA9
719174110,010C119CA9
719174110,010C119CA9
719174111,010C119CA9
719174112,010C119CA9
719174112,010C119CA9
719174113,010C119CA9
719174114,010C119CA9
719174115,010C119CA9
719174115,010C119CA9
719174116,010C119CA9
719174116,010C119CA9
719174117,010C119CA9
719174118,010C119CA9
719174118,010C119CA9
719174119,010C119CA9
719174120,010C119CA9
719174120,010C119CA9
719174121,010C119CA9
719174122,010C119CA9
719174123,010C119CA9
719174123,010C119CA9
719174124,010C119CA9
719174124,010C119CA9
719174125,010C119CA9
719174126,010C119CA9
719174126,010C119CA9
719174127,010C119CA9
719174127,010C119CA9
719174128,010C119CA9
719174129,010C119CA9
719174129,010C119CA9
719174130,010C119CA9
719174131,010C119CA9
719174131,010C119CA9
719174132,010C119CA9
719174132,010C119CA9
719174133,010C119CA9
719174134,010C119CA9
719174134,010C119CA9
719174135,010C119CA9
719174135,010C119CA9
719174136,010C119CA9
719174137,010C119CA9
719174137,010C119CA9
719174138,010C119CA9
719174138,010C119CA9
719174139,010C119CA9
719174140,010C119CA9
719174140,010C119CA9
719174141,010C119CA9
719174142,010C119CA9
719174142,010C119CA9
719174143,010C119CA9
719174143,010C119CA9
719174144,010C119CA9
719174145,010C119CA9
719174145,010C119CA9
719174146,010C119CA9
719174203,010C10C17A
719174204,010C10C17A
719174204,010C10C17A
719174205,010C10C17A
719174206,010C10C17A
719174206,010C10C17A
719174207,010C10C17A
719174207,010C10C17A
719174208,010C10C17A
719174209,010C10C17A
719174209,010C10C17A
719174210,010C10C17A
719174210,010C10C17A
719174211,010C10C17A
719174328,010C118767
719174329,010C118767
719174329,010C118767
719174330,010C118767
719174331,010C118767
719174331,010C118767
719174332,010C118767
719174333,010C118767
719174334,010C118767
719174334,010C118767
719174335,010C118767
719174336,010C118767
719174336,010C118767
719174337,010C118767
719174337,010C118767
719174338,010C118767
719174339,010C118767
719174339,010C118767
719174340,010C118767
719174340,010C118767
719174341,010C118767
719174342,010C118767
719174342,010C118767
719174343,010C118767
719174350,010C118767
719174351,010C118767
719174352,010C118767
719174352,010C118767
719174353,010C118767
719174353,010C118767
719174354,010C118767
719174355,010C118767
719174355,010C118767
719174356,010C118767
719174356,010C118767
719174357,010C118767
719174358,010C118767
719174358,010C118767
719174359,010C118767
719174359,010C118767
719174400,010C118767
719174401,010C118767
719174401,010C118767
719174402,010C118767
719174403,010C118767
719174403,010C118767
719174404,010C118767
719174404,010C118767
719174405,010C118767
719174406,010C118767
719174406,010C118767
719174407,010C118767
719174407,010C113263
719174407,010C118767
719174408,010C113263
719174408,010C118767
719174409,010C113263
719174409,010C118767
719174409,010C113263
719174410,010C118767
719174410,010C113263
719174410,010C118767
719174411,010C113263
719174411,010C118767
719174411,010C113263
719174412,010C118767
719174412,010C113263
719174412,010C118767
719174413,010C113263
719174413,010C118767
719174413,010C113263
719174414,010C118767
719174414,010C113263
719174414,010C118767
719174415,010C113263
719174415,010C118767
719174415,010C113263
719174416,010C118767
719174416,010C113263
719174416,010C118767
719174417,010C113263
719174417,010C113263
719174418,010C118767
719174418,010C113263
719174419,010C113263
719174419,010C113263
719174420,010C118767
719174420,010C113263
719174420,010C118767
719174421,010C113263
719174421,010C118767
719174421,010C113263
719174422,010C118767
719174422,010C113263
719174422,010C118767
719174423,010C113263
719174423,010C118767
719174424,010C113263
719174424,010C118767
719174424,010C113263
719174425,010C118767
719174425,010C113263
719174425,010C118767
719174426,010C113263
719174426,010C113263
719174427,010C113263
719174427,010C113263
719174428,010C113263
719174429,010C113263
719174429,010C113263
719174430,010C113263
719174431,010C113263
719174431,010C113263
719174432,010C113263
719174432,010C113263
719174433,010C113263
719174434,010C113263
719174434,010C113263
719174435,010C113263
719174435,010C113263
719174436,010C113263
719174437,010C113263
719174437,010C113263
719174438,010C113263
719174438,010C113263
719174439,010C113263
719174440,010C113263
719174440,010C113263
719174446,010C118767
719174447,010C118767
719174448,010C118767
719174448,010C113263
719174449,010C118767
719174449,010C113263
719174449,010C118767
719174450,010C113263
719174450,010C118767
719174450,010C113263
719174451,010C118767
719174451,010C113263
719174451,010C118767
719174452,010C113263
719174452,010C118767
719174453,010C113263
719174453,010C118767
719174453,010C113263
719174454,010C118767
719174454,010C113263
719174454,010C118767
719174455,010C113263
719174455,010C118767
719174455,010C113263
719174456,010C118767
719174456,010C113263
719174456,010C118767
719174457,010C113263
719174457,010C118767
719174457,010C113263
719174458,010C118767
719174458,010C113263
719174458,010C118767
719174459,010C113263
719174459,010C118767
719174502,010C113263
719174502,010C118767
719174502,010C113263
719174503,010C118767
719174503,010C113263
719174506,010C113263
719174507,010C113263
719174508,010C113263
719174508,010C113263
719174510,010C118767
719174510,010C118767
719174511,010C118767
719174512,010C118767
719174512,010C118767
719174513,010C118767
719174514,010C118767
719174515,010C113263
719174515,010C118767
719174515,010C113263
719174516,010C118767
719174516,010C113263
719174525,010C118767
719174525,010C118767
719174526,010C118767
719174530,010C113263
719174530,010C113263
719174531,010C113263
719174532,010C113263
719174532,010C113263
719174533,010C113263
719174533,010C113263
719174534,010C113263
719174535,010C113263
719174535,010C113263
719174536,010C113263
719174537,010C113263
719174537,010C113263
719174538,010C113263
719174538,010C113263
719174539,010C113263
719174540,010C113263
719174540,010C113263
719174541,010C113263
719174541,010C113263
719174542,010C113263
719174543,010C113263
719174543,010C113263
719174544,010C113263
719174545,010C113263
719174545,010C113263
719174546,010C113263
719174546,010C113263
719174547,010C113263
719174548,010C113263
719174548,010C113263
719174549,010C113263
719174549,010C113263
719174550,010C113263
719174551,010C113263
719174551,010C113263
719174612,010C113263
719174612,010C113263
719174613,010C113263
719174614,010C113263
719174614,010C113263
719174615,010C113263
719174615,010C113263
719174616,010C113263
719174617,010C113263
719174617,010C113263
719174618,010C113263
719174618,010C113263
719174619,010C113263
719174620,010C113263
719174620,010C113263
719174621,010C113263
719174622,010C113263
719174622,010C113263
719174623,010C113263
719174624,010C113263
719174625,010C113263
719174625,010C113263
719174626,010C113263
719174626,010C113263
719174627,010C113263
719174628,010C113263
719174628,010C113263
719174629,010C113263
719174629,010C113263
719174630,010C113263
719174631,010C113263
719174631,010C113263
719174632,010C113263
719174632,010C113263
719174633,010C113263
719174642,010C113263
719174643,010C113263
719174644,010C113263
719174645,010C113263
719174645,010C113263
719174653,010C113263
719174654,010C113263
719174655,010C113263
719174656,010C113263
719174656,010C113263
719174659,010C113263
719174659,010C113263
719174700,010C113263
719174700,010C113263
719174701,010C113263
719174702,010C113263
719174702,010C113263
719174703,010C113263
719174704,010C113263
719174704,010C113263
719174705,010C113263
719174705,010C113263
719174706,010C113263
719174707,010C113263
719174707,010C113263
719174708,010C113263
719174708,010C113263
719174709,010C113263
719174710,010C113263
719174710,010C113263
719174711,010C113263
719174711,010C113263
719174712,010C113263
719174713,010C113263
719174713,010C113263
719174714,010C113263
719174715,010C113263
719174715,010C113263
719174716,010C113263
719174716,010C113263
719174717,010C113263
719174718,010C113263
719174718,010C113263
719174719,010C113263
719174719,010C113263
719174720,010C113263
719174739,010C10D28B
719174739,010C10D28B
719174740,010C10D28B
719174741,010C10D28B
719174741,010C10D28B
719174742,010C10D28B
719174743,010C10D28B
719174743,010C10D28B
719174744,010C10D28B
719174746,010C10D28B
719174746,010C10D28B
719174747,010C10D28B
719174752,010C10D28B
719174813,010C10D28B
719174814,010C10D28B
719174814,010C10D28B
719174815,010C10D28B
719174815,010C10D28B
719174816,010C10D28B
719174817,010C10D28B
719174817,010C10D28B
719174818,010C10D28B
719174818,010C10D28B
719174819,010C10D28B
719174820,010C10D28B
719174820,010C10D28B
719174822,010C10D28B
719174822,010C10D28B
719174823,010C10D28B
719174823,010C10D28B
719174824,010C10D28B
719174826,010C10D28B
719174828,010C10D28B
719174830,010C10D28B
719174830,010C10D28B
719174831,010C10D28B
719174831,010C10D28B
719174832,010C10D28B
719174833,010C10D28B
719174834,010C10D28B
719174841,010C10D28B
719174842,010C10D28B
719174843,010C10D28B
719174844,010C10D28B
719174846,010C10D28B
719174847,010C10D28B
719174847,010C10D28B
719174851,010C10D28B
719174852,010C10D28B
719174900,010C10D28B
719174904,010C10D28B
719174905,010C10D28B
719174906,010C10D28B
719174907,010C10D28B
719174908,010C10D28B
719174909,010C10D28B
719174909,010C10D28B
719174910,010C10D28B
719174910,010C10D28B
719174911,010C10D28B
719174912,010C10D28B
719174913,010C10D28B
719174913,010C10D28B
719174915,010C10D28B
719174915,010C10D28B
719174916,010C10D28B
719174917,010C10D28B
719174918,010C10D28B
719174918,010C10D28B
719174920,010C10D28B
719174921,010C10D28B
719174921,010C10D28B
719174924,010C10D28B
719174925,010C10D28B
719174926,010C10D28B
719174930,010C10D28B
719174931,010C10D28B
719174932,010C10D28B
719174933,010C10D28B
719174934,010C10D28B
719174934,010C10D28B
719174935,010C10D28B
719174936,010C10D28B
719174937,010C10D28B
719174937,010C10D28B
719174938,010C10D28B
719174938,010C10D28B
719174939,010C10D28B
719174940,010C10D28B
719174940,010C10D28B
719174941,010C10D28B
719174942,010C10D28B
719174943,010C10D28B
719174944,010C10D28B
719174945,010C10D28B
719174946,010C10D28B
719174946,010C10D28B
719174947,010C10D28B
719174948,010C10D28B
719174949,010C10D28B
719174950,010C10D28B
719174951,010C10D28B
